date,avg_MW,peak_MW,min_MW
2024-04-12,2442.022916666667,3478.7,1562.89
2024-04-13,2442.022916666667,3478.7,1562.89
2024-04-14,2442.022916666667,3478.7,1562.89
2024-04-15,2442.022916666667,3478.7,1562.89
2024-04-16,2442.022916666667,3478.7,1562.89
2024-04-17,2442.022916666667,3478.7,1562.89
2024-04-18,2442.022916666667,3478.7,1562.89
2024-04-19,2442.022916666667,3478.7,1562.89
2024-04-20,2442.022916666667,3478.7,1562.89
2024-04-21,2442.022916666667,3478.7,1562.89
2024-04-22,2442.022916666667,3478.7,1562.89
2024-04-23,2442.022916666667,3478.7,1562.89
2024-04-24,2442.022916666667,3478.7,1562.89
2024-04-25,2442.022916666667,3478.7,1562.89
2024-04-26,2442.022916666667,3478.7,1562.89
2024-04-27,2442.022916666667,3478.7,1562.89
2024-04-28,2442.022916666667,3478.7,1562.89
2024-04-29,2442.022916666667,3478.7,1562.89
2024-04-30,2442.022916666667,3478.7,1562.89
2024-05-01,2349.570416666667,3347.0,1503.72
2024-05-02,2349.570416666667,3347.0,1503.72
2024-05-03,2349.570416666667,3347.0,1503.72
2024-05-04,2349.570416666667,3347.0,1503.72
2024-05-05,2349.570416666667,3347.0,1503.72
2024-05-06,2349.570416666667,3347.0,1503.72
2024-05-07,2349.570416666667,3347.0,1503.72
2024-05-08,2349.570416666667,3347.0,1503.72
2024-05-09,2349.570416666667,3347.0,1503.72
2024-05-10,2349.570416666667,3347.0,1503.72
2024-05-11,2349.570416666667,3347.0,1503.72
2024-05-12,2349.570416666667,3347.0,1503.72
2024-05-13,2349.570416666667,3347.0,1503.72
2024-05-14,2349.570416666667,3347.0,1503.72
2024-05-15,2349.570416666667,3347.0,1503.72
2024-05-16,2349.570416666667,3347.0,1503.72
2024-05-17,2349.570416666667,3347.0,1503.72
2024-05-18,2349.570416666667,3347.0,1503.72
2024-05-19,2349.570416666667,3347.0,1503.72
2024-05-20,2349.570416666667,3347.0,1503.72
2024-05-21,2349.570416666667,3347.0,1503.72
2024-05-22,2349.570416666667,3347.0,1503.72
2024-05-23,2349.570416666667,3347.0,1503.72
2024-05-24,2349.570416666667,3347.0,1503.72
2024-05-25,2349.570416666667,3347.0,1503.72
2024-05-26,2349.570416666667,3347.0,1503.72
2024-05-27,2349.570416666667,3347.0,1503.72
2024-05-28,2349.570416666667,3347.0,1503.72
2024-05-29,2349.570416666667,3347.0,1503.72
2024-05-30,2349.570416666667,3347.0,1503.72
2024-05-31,2349.570416666667,3347.0,1503.72
2024-06-01,2293.6908333333336,3267.4,1467.96
2024-06-02,2293.6908333333336,3267.4,1467.96
2024-06-03,2293.6908333333336,3267.4,1467.96
2024-06-04,2293.6908333333336,3267.4,1467.96
2024-06-05,2293.6908333333336,3267.4,1467.96
2024-06-06,2293.6908333333336,3267.4,1467.96
2024-06-07,2293.6908333333336,3267.4,1467.96
2024-06-08,2293.6908333333336,3267.4,1467.96
2024-06-09,2293.6908333333336,3267.4,1467.96
2024-06-10,2293.6908333333336,3267.4,1467.96
2024-06-11,2293.6908333333336,3267.4,1467.96
2024-06-12,2293.6908333333336,3267.4,1467.96
2024-06-13,2293.6908333333336,3267.4,1467.96
2024-06-14,2293.6908333333336,3267.4,1467.96
2024-06-15,2293.6908333333336,3267.4,1467.96
2024-06-16,2293.6908333333336,3267.4,1467.96
2024-06-17,2293.6908333333336,3267.4,1467.96
2024-06-18,2293.6908333333336,3267.4,1467.96
2024-06-19,2293.6908333333336,3267.4,1467.96
2024-06-20,2293.6908333333336,3267.4,1467.96
2024-06-21,2293.6908333333336,3267.4,1467.96
2024-06-22,2293.6908333333336,3267.4,1467.96
2024-06-23,2293.6908333333336,3267.4,1467.96
2024-06-24,2293.6908333333336,3267.4,1467.96
2024-06-25,2293.6908333333336,3267.4,1467.96
2024-06-26,2293.6908333333336,3267.4,1467.96
2024-06-27,2293.6908333333336,3267.4,1467.96
2024-06-28,2293.6908333333336,3267.4,1467.96
2024-06-29,2293.6908333333336,3267.4,1467.96
2024-06-30,2293.6908333333336,3267.4,1467.96
2024-07-01,2203.3441666666668,3138.7,1410.14
2024-07-02,2203.3441666666668,3138.7,1410.14
2024-07-03,2203.3441666666668,3138.7,1410.14
2024-07-04,2203.3441666666668,3138.7,1410.14
2024-07-05,2203.3441666666668,3138.7,1410.14
2024-07-06,2203.3441666666668,3138.7,1410.14
2024-07-07,2203.3441666666668,3138.7,1410.14
2024-07-08,2203.3441666666668,3138.7,1410.14
2024-07-09,2203.3441666666668,3138.7,1410.14
2024-07-10,2203.3441666666668,3138.7,1410.14
2024-07-11,2203.3441666666668,3138.7,1410.14
2024-07-12,2203.3441666666668,3138.7,1410.14
2024-07-13,2203.3441666666668,3138.7,1410.14
2024-07-14,2203.3441666666668,3138.7,1410.14
2024-07-15,2203.3441666666668,3138.7,1410.14
2024-07-16,2203.3441666666668,3138.7,1410.14
2024-07-17,2203.3441666666668,3138.7,1410.14
2024-07-18,2203.3441666666668,3138.7,1410.14
2024-07-19,2203.3441666666668,3138.7,1410.14
2024-07-20,2203.3441666666668,3138.7,1410.14
2024-07-21,2203.3441666666668,3138.7,1410.14
2024-07-22,2203.3441666666668,3138.7,1410.14
2024-07-23,2203.3441666666668,3138.7,1410.14
2024-07-24,2203.3441666666668,3138.7,1410.14
2024-07-25,2203.3441666666668,3138.7,1410.14
2024-07-26,2203.3441666666668,3138.7,1410.14
2024-07-27,2203.3441666666668,3138.7,1410.14
2024-07-28,2203.3441666666668,3138.7,1410.14
2024-07-29,2203.3441666666668,3138.7,1410.14
2024-07-30,2203.3441666666668,3138.7,1410.14
2024-07-31,2203.3441666666668,3138.7,1410.14
2024-08-01,2027.1516666666666,2887.71,1297.38
2024-08-02,2027.1516666666666,2887.71,1297.38
2024-08-03,2027.1516666666666,2887.71,1297.38
2024-08-04,2027.1516666666666,2887.71,1297.38
2024-08-05,2027.1516666666666,2887.71,1297.38
2024-08-06,2027.1516666666666,2887.71,1297.38
2024-08-07,2027.1516666666666,2887.71,1297.38
2024-08-08,2027.1516666666666,2887.71,1297.38
2024-08-09,2027.1516666666666,2887.71,1297.38
2024-08-10,2027.15125,2887.71,1297.38
2024-08-11,2027.1516666666666,2887.71,1297.38
2024-08-12,2027.1516666666666,2887.71,1297.38
2024-08-13,2027.1516666666666,2887.71,1297.38
2024-08-14,2027.1516666666666,2887.71,1297.38
2024-08-15,2027.1516666666666,2887.71,1297.38
2024-08-16,2027.1516666666666,2887.71,1297.38
2024-08-17,2027.1516666666666,2887.71,1297.38
2024-08-18,2027.1516666666666,2887.71,1297.38
2024-08-19,2027.1516666666666,2887.71,1297.38
2024-08-20,2027.1516666666666,2887.71,1297.38
2024-08-21,2027.1516666666666,2887.71,1297.38
2024-08-22,2027.15125,2887.71,1297.38
2024-08-23,2027.1516666666666,2887.71,1297.38
2024-08-24,2027.1516666666666,2887.71,1297.38
2024-08-25,2027.1516666666666,2887.71,1297.38
2024-08-26,2027.1516666666666,2887.71,1297.38
2024-08-27,2027.1516666666666,2887.71,1297.38
2024-08-28,2027.1516666666666,2887.71,1297.38
2024-08-29,2027.1516666666666,2887.71,1297.38
2024-08-30,2027.15125,2887.71,1297.38
2024-08-31,2027.15125,2887.71,1297.38
2024-09-01,2215.0675,3155.4,1417.64
2024-09-02,2215.0675,3155.4,1417.64
2024-09-03,2215.0675,3155.4,1417.64
2024-09-04,2215.0675,3155.4,1417.64
2024-09-05,2215.0675,3155.4,1417.64
2024-09-06,2215.0675,3155.4,1417.64
2024-09-07,2215.0675,3155.4,1417.64
2024-09-08,2215.0675,3155.4,1417.64
2024-09-09,2215.0675,3155.4,1417.64
2024-09-10,2215.0675,3155.4,1417.64
2024-09-11,2215.0675,3155.4,1417.64
2024-09-12,2215.0675,3155.4,1417.64
2024-09-13,2215.0675,3155.4,1417.64
2024-09-14,2215.0675,3155.4,1417.64
2024-09-15,2215.0675,3155.4,1417.64
2024-09-16,2215.0675,3155.4,1417.64
2024-09-17,2215.0675,3155.4,1417.64
2024-09-18,2215.0675,3155.4,1417.64
2024-09-19,2215.0675,3155.4,1417.64
2024-09-20,2215.0675,3155.4,1417.64
2024-09-21,2215.0675,3155.4,1417.64
2024-09-22,2215.0675,3155.4,1417.64
2024-09-23,2215.0675,3155.4,1417.64
2024-09-24,2215.0675,3155.4,1417.64
2024-09-25,2215.0675,3155.4,1417.64
2024-09-26,2215.0675,3155.4,1417.64
2024-09-27,2215.0675,3155.4,1417.64
2024-09-28,2215.0675,3155.4,1417.64
2024-09-29,2215.0675,3155.4,1417.64
2024-09-30,2215.0675,3155.4,1417.64
2024-10-01,2183.5625,3110.52,1397.48
2024-10-02,2183.5625,3110.52,1397.48
2024-10-03,2183.5625,3110.52,1397.48
2024-10-04,2183.5625,3110.52,1397.48
2024-10-05,2183.5625,3110.52,1397.48
2024-10-06,2183.5625,3110.52,1397.48
2024-10-07,2183.5625,3110.52,1397.48
2024-10-08,2183.5625,3110.52,1397.48
2024-10-09,2183.5625,3110.52,1397.48
2024-10-10,2183.5625,3110.52,1397.48
2024-10-11,2183.5625,3110.52,1397.48
2024-10-12,2183.5625,3110.52,1397.48
2024-10-13,2183.5625,3110.52,1397.48
2024-10-14,2183.5625,3110.52,1397.48
2024-10-15,2183.5625,3110.52,1397.48
2024-10-16,2183.5625,3110.52,1397.48
2024-10-17,2183.5625,3110.52,1397.48
2024-10-18,2183.5625,3110.52,1397.48
2024-10-19,2183.5625,3110.52,1397.48
2024-10-20,2183.5625,3110.52,1397.48
2024-10-21,2183.5625,3110.52,1397.48
2024-10-22,2183.5625,3110.52,1397.48
2024-10-23,2183.5625,3110.52,1397.48
2024-10-24,2183.5625,3110.52,1397.48
2024-10-25,2183.5625,3110.52,1397.48
2024-10-26,2183.5625,3110.52,1397.48
2024-10-27,2183.5625,3110.52,1397.48
2024-10-28,2183.5625,3110.52,1397.48
2024-10-29,2183.5625,3110.52,1397.48
2024-10-30,2183.5625,3110.52,1397.48
2024-10-31,2183.5625,3110.52,1397.48
2024-11-01,2390.2845833333336,3405.0,1529.78
2024-11-02,2390.2845833333336,3405.0,1529.78
2024-11-03,2390.2845833333336,3405.0,1529.78
2024-11-04,2390.2845833333336,3405.0,1529.78
2024-11-05,2390.2845833333336,3405.0,1529.78
2024-11-06,2390.2845833333336,3405.0,1529.78
2024-11-07,2390.2845833333336,3405.0,1529.78
2024-11-08,2390.2845833333336,3405.0,1529.78
2024-11-09,2390.2845833333336,3405.0,1529.78
2024-11-10,2390.2845833333336,3405.0,1529.78
2024-11-11,2390.2845833333336,3405.0,1529.78
2024-11-12,2390.2845833333336,3405.0,1529.78
2024-11-13,2390.2845833333336,3405.0,1529.78
2024-11-14,2390.2845833333336,3405.0,1529.78
2024-11-15,2390.2845833333336,3405.0,1529.78
2024-11-16,2390.2845833333336,3405.0,1529.78
2024-11-17,2390.2845833333336,3405.0,1529.78
2024-11-18,2390.2845833333336,3405.0,1529.78
2024-11-19,2390.2845833333336,3405.0,1529.78
2024-11-20,2390.2845833333336,3405.0,1529.78
2024-11-21,2390.2845833333336,3405.0,1529.78
2024-11-22,2390.2845833333336,3405.0,1529.78
2024-11-23,2390.2845833333336,3405.0,1529.78
2024-11-24,2390.2845833333336,3405.0,1529.78
2024-11-25,2390.2845833333336,3405.0,1529.78
2024-11-26,2390.2845833333336,3405.0,1529.78
2024-11-27,2390.2845833333336,3405.0,1529.78
2024-11-28,2390.2845833333336,3405.0,1529.78
2024-11-29,2390.2845833333336,3405.0,1529.78
2024-11-30,2390.2845833333336,3405.0,1529.78
2024-12-01,2444.0004166666668,3481.52,1564.16
2024-12-02,2569.0820833333332,3659.7,1644.21
2024-12-03,2569.0820833333332,3659.7,1644.21
2024-12-04,2569.0820833333332,3659.7,1644.21
2024-12-05,2569.0820833333332,3659.7,1644.21
2024-12-06,2569.0820833333332,3659.7,1644.21
2024-12-07,2569.0820833333332,3659.7,1644.21
2024-12-08,2569.0820833333332,3659.7,1644.21
2024-12-09,2569.0820833333332,3659.7,1644.21
2024-12-10,2569.0820833333332,3659.7,1644.21
2024-12-11,2569.0820833333332,3659.7,1644.21
2024-12-12,2569.0820833333332,3659.7,1644.21
2024-12-13,2569.0820833333332,3659.7,1644.21
2024-12-14,2569.0820833333332,3659.7,1644.21
2024-12-15,2569.0820833333332,3659.7,1644.21
2024-12-16,2569.0820833333332,3659.7,1644.21
2024-12-17,2569.0820833333332,3659.7,1644.21
2024-12-18,2569.0820833333332,3659.7,1644.21
2024-12-19,2569.0820833333332,3659.7,1644.21
2024-12-20,2569.0820833333332,3659.7,1644.21
2024-12-21,2569.0820833333332,3659.7,1644.21
2024-12-22,2569.0820833333332,3659.7,1644.21
2024-12-23,2569.0820833333332,3659.7,1644.21
2024-12-24,2569.0820833333332,3659.7,1644.21
2024-12-25,2569.0820833333332,3659.7,1644.21
2024-12-26,2569.0820833333332,3659.7,1644.21
2024-12-27,2569.0820833333332,3659.7,1644.21
2024-12-28,2569.0820833333332,3659.7,1644.21
2024-12-29,2569.0820833333332,3659.7,1644.21
2024-12-30,2569.0820833333332,3659.7,1644.21
2024-12-31,2569.0820833333332,3659.7,1644.21
